head,layer,mean_margin_recovery,median_margin_recovery,n,node_id,node_type,positive_fraction,task
7,31,0.00439737310928457,0.0028568769649881787,29,attn:31-7,attn,0.9310344827586207,ceo_lastname
8,31,-6.909124154863571e-05,-1.8884640364717297e-08,29,attn:31-8,attn,0.3793103448275862,ceo_lastname
9,31,-0.001660521147574058,-0.0014668245727553128,29,attn:31-9,attn,0.10344827586206896,ceo_lastname
,24,0.003501026716832671,0.004787537678126792,29,mlp:24,mlp,0.6206896551724138,ceo_lastname
,25,0.001170487266303701,0.0003460351269893158,29,mlp:25,mlp,0.5517241379310345,ceo_lastname
,26,0.010074141376016966,0.00968580212486147,29,mlp:26,mlp,0.896551724137931,ceo_lastname
,27,0.007810967201568782,0.00822561664847247,29,mlp:27,mlp,0.6896551724137931,ceo_lastname
,28,0.037199407264636844,0.025795996311833495,29,mlp:28,mlp,0.9310344827586207,ceo_lastname
,29,0.018876359349569875,0.0061720264853185915,29,mlp:29,mlp,0.6551724137931034,ceo_lastname
,30,0.027964441884698273,0.05510358995574967,29,mlp:30,mlp,0.6206896551724138,ceo_lastname
,31,0.1664915211004642,0.1621373945974801,29,mlp:31,mlp,0.9310344827586207,ceo_lastname
