layer,mean_margin_recovery,median_margin_recovery,n,position_group,positive_fraction,task
16,7.172636267718109e-05,0.0,29,random_prompt,0.20689655172413793,ceo_lastname
17,-5.304286194823575e-05,0.0,29,random_prompt,0.13793103448275862,ceo_lastname
18,7.493508937561266e-05,0.0,29,random_prompt,0.3793103448275862,ceo_lastname
19,2.6594890402987076e-05,0.0,29,random_prompt,0.27586206896551724,ceo_lastname
20,0.00023333095243652506,0.0,29,random_prompt,0.3448275862068966,ceo_lastname
21,8.623059192846682e-05,0.0,29,random_prompt,0.3448275862068966,ceo_lastname
22,-4.9521783623214877e-05,0.0,29,random_prompt,0.2413793103448276,ceo_lastname
23,-5.700117678274607e-05,0.0,29,random_prompt,0.2413793103448276,ceo_lastname
24,2.2737354995419815e-05,0.0,29,random_prompt,0.20689655172413793,ceo_lastname
25,2.3456934577955685e-05,0.0,29,random_prompt,0.27586206896551724,ceo_lastname
26,1.2643267874747509e-05,0.0,29,random_prompt,0.3103448275862069,ceo_lastname
27,3.8326816235695506e-06,0.0,29,random_prompt,0.27586206896551724,ceo_lastname
28,4.66854736968333e-05,0.0,29,random_prompt,0.3448275862068966,ceo_lastname
29,4.0330152684738694e-05,0.0,29,random_prompt,0.2413793103448276,ceo_lastname
30,2.4268774593921728e-05,0.0,29,random_prompt,0.3103448275862069,ceo_lastname
31,0.0,0.0,29,random_prompt,0.0,ceo_lastname
0,0.0642537694491805,0.051018356474925544,13,answer,1.0,employees_count_total
1,0.06403932289172704,0.049765627532816124,13,answer,1.0,employees_count_total
2,0.06410629313598157,0.050016179438227885,13,answer,1.0,employees_count_total
3,0.0640387460458191,0.049515075627404356,13,answer,1.0,employees_count_total
4,0.06426267251690557,0.050517252664102015,13,answer,1.0,employees_count_total
5,0.061512846888184765,0.04814594659188695,13,answer,0.8461538461538461,employees_count_total
6,0.06158286441141106,0.04814597560356104,13,answer,0.8461538461538461,employees_count_total
7,0.06163454442929209,0.04838358121439561,13,answer,0.8461538461538461,employees_count_total
8,0.06204558758376203,0.055027248131412514,13,answer,0.9230769230769231,employees_count_total
9,0.062202964644435504,0.05577887326269841,13,answer,0.9230769230769231,employees_count_total
10,-0.022218017473244485,0.00044902908918854407,13,answer,0.6153846153846154,employees_count_total
11,-0.022603353965341137,0.00044901328472343,13,answer,0.6153846153846154,employees_count_total
12,-0.022109829401329613,0.0010583358279581388,13,answer,0.6153846153846154,employees_count_total
13,-0.013612413313010921,0.0011225532183075974,13,answer,0.5384615384615384,employees_count_total
14,0.03135293531649925,0.05720378956523371,13,answer,0.6923076923076923,employees_count_total
15,0.031129444300872108,0.06119676405197942,13,answer,0.6923076923076923,employees_count_total
16,0.16628255939159223,0.16957499552381602,13,answer,0.8461538461538461,employees_count_total
17,0.2484829915346145,0.2655066831328764,13,answer,0.8461538461538461,employees_count_total
18,0.5093172063362013,0.4691670021398741,13,answer,1.0,employees_count_total
19,0.5106836919792973,0.4744084983521242,13,answer,1.0,employees_count_total
20,0.6408663895249908,0.666838613201207,13,answer,1.0,employees_count_total
21,0.6440927483288863,0.6706623887977122,13,answer,1.0,employees_count_total
22,0.8058562871075423,0.8368219038613736,13,answer,1.0,employees_count_total
23,0.9400082922449445,0.9854263722872981,13,answer,1.0,employees_count_total
24,0.9803260551838086,0.9923506385106817,13,answer,1.0,employees_count_total
25,1.0001390227280593,1.0172228984883227,13,answer,1.0,employees_count_total
26,1.007590227838521,1.0353385550570187,13,answer,1.0,employees_count_total
27,1.0426342213853594,1.069382690831226,13,answer,1.0,employees_count_total
28,1.154279339191103,1.1992120397827726,13,answer,1.0,employees_count_total
29,1.1746349778113838,1.1971925076247967,13,answer,1.0,employees_count_total
30,1.189878352407526,1.217965183030337,13,answer,1.0,employees_count_total
31,1.1974127155531313,1.2225813018151594,13,answer,1.0,employees_count_total
0,1.000309771993968,1.0003237919698116,13,gold_sentence,1.0,employees_count_total
1,1.0000861555448202,1.0000048159378998,13,gold_sentence,1.0,employees_count_total
2,0.9997872593244556,0.9996829269297345,13,gold_sentence,1.0,employees_count_total
3,0.9998914101810745,0.9999606830475578,13,gold_sentence,1.0,employees_count_total
4,0.9998077313759366,0.9996305731038572,13,gold_sentence,1.0,employees_count_total
5,0.9981384489620655,0.9983405636231016,13,gold_sentence,1.0,employees_count_total
