condition,gold,idx,mean_logprob,num_answer_tokens,span_end,span_start,sum_logprob,task
clean,California,201461_1993.txt_headquarters_state_74,-0.012107215821743011,1,,,-0.012107215821743011,headquarters_state
full_qr_ablation,California,201461_1993.txt_headquarters_state_74,-1.887980580329895,1,,,-1.887980580329895,headquarters_state
edge_gold,California,201461_1993.txt_headquarters_state_74,-0.023192567750811577,1,3330,3295,-0.023192567750811577,headquarters_state
edge_distractor,California,201461_1993.txt_headquarters_state_74,-0.011815445497632027,1,314,279,-0.011815445497632027,headquarters_state
edge_random,California,201461_1993.txt_headquarters_state_74,-0.011814385652542114,1,617,582,-0.011814385652542114,headquarters_state
edge_nonqr_gold,California,201461_1993.txt_headquarters_state_74,-0.011525358073413372,1,3330,3295,-0.011525358073413372,headquarters_state
edge_bottom_gold,California,201461_1993.txt_headquarters_state_74,-0.012111456133425236,1,3330,3295,-0.012111456133425236,headquarters_state
clean,Tennessee,764764_1993.txt_headquarters_state_43,-0.009232440032064915,2,,,-0.01846488006412983,headquarters_state
full_qr_ablation,Tennessee,764764_1993.txt_headquarters_state_43,-3.174882173538208,2,,,-6.349764347076416,headquarters_state
edge_gold,Tennessee,764764_1993.txt_headquarters_state_43,-0.008336246944963932,2,2823,2794,-0.016672493889927864,headquarters_state
edge_distractor,Tennessee,764764_1993.txt_headquarters_state_43,-0.00935554038733244,2,931,902,-0.01871108077466488,headquarters_state
edge_random,Tennessee,764764_1993.txt_headquarters_state_43,-0.009236008860170841,2,6834,6805,-0.018472017720341682,headquarters_state
edge_nonqr_gold,Tennessee,764764_1993.txt_headquarters_state_43,-0.00852818414568901,2,2823,2794,-0.01705636829137802,headquarters_state
edge_bottom_gold,Tennessee,764764_1993.txt_headquarters_state_43,-0.00923343375325203,2,2823,2794,-0.01846686750650406,headquarters_state
clean,Pennsylvania,103730_1993.txt_headquarters_state_2,-0.02915802225470543,2,,,-0.05831604450941086,headquarters_state
full_qr_ablation,Pennsylvania,103730_1993.txt_headquarters_state_2,-1.3459978103637695,2,,,-2.691995620727539,headquarters_state
edge_gold,Pennsylvania,103730_1993.txt_headquarters_state_2,-0.02936607226729393,2,3677,3644,-0.05873214453458786,headquarters_state
edge_distractor,Pennsylvania,103730_1993.txt_headquarters_state_2,-0.029591357335448265,2,930,897,-0.05918271467089653,headquarters_state
edge_random,Pennsylvania,103730_1993.txt_headquarters_state_2,-0.02915925532579422,2,5886,5853,-0.05831851065158844,headquarters_state
edge_nonqr_gold,Pennsylvania,103730_1993.txt_headquarters_state_2,-0.027484439313411713,2,3677,3644,-0.054968878626823425,headquarters_state
