head,layer,mean_margin_recovery,median_margin_recovery,n,node_id,node_type,positive_fraction,task
30,25,3.6735535153035574e-05,-3.7096847724471372e-09,12,attn:25-30,attn,0.4166666666666667,ceo_lastname
31,25,0.0003189478722065244,2.390161125535446e-09,12,attn:25-31,attn,0.5,ceo_lastname
4,25,0.00013688570046077304,-0.0006189488925606986,12,attn:25-4,attn,0.3333333333333333,ceo_lastname
5,25,0.004221514633853303,0.00014659390518075192,12,attn:25-5,attn,0.6666666666666666,ceo_lastname
6,25,0.005715319742874064,0.001016222815515771,12,attn:25-6,attn,0.75,ceo_lastname
7,25,0.029894668412077555,0.001198228958062654,12,attn:25-7,attn,0.6666666666666666,ceo_lastname
8,25,0.0002638428920941408,5.3778625324547525e-09,12,attn:25-8,attn,0.5,ceo_lastname
9,25,0.00030814778660349663,-2.091390984843515e-09,12,attn:25-9,attn,0.4166666666666667,ceo_lastname
0,26,-0.002425712807528785,-0.0024802674230613945,12,attn:26-0,attn,0.25,ceo_lastname
1,26,-0.0026240067847131993,-0.0034828918578401397,12,attn:26-1,attn,0.25,ceo_lastname
10,26,0.00022574816112483744,-6.318157397190838e-09,12,attn:26-10,attn,0.3333333333333333,ceo_lastname
11,26,0.0002889956005534753,2.22548872064964e-09,12,attn:26-11,attn,0.5,ceo_lastname
12,26,0.0030297595745494223,0.0011813467345888867,12,attn:26-12,attn,0.9166666666666666,ceo_lastname
13,26,0.0065155968708595765,0.0027227969003454956,12,attn:26-13,attn,0.9166666666666666,ceo_lastname
14,26,-0.0016213112465680937,-0.0011859892523691659,12,attn:26-14,attn,0.3333333333333333,ceo_lastname
15,26,-0.01732938999052265,-0.008777422571548454,12,attn:26-15,attn,0.25,ceo_lastname
16,26,0.0005084828847924253,1.4316069719723946e-07,12,attn:26-16,attn,0.6666666666666666,ceo_lastname
17,26,0.00016766809097296933,-5.515627425231574e-06,12,attn:26-17,attn,0.4166666666666667,ceo_lastname
18,26,0.0003140212934106997,0.00017585524894676415,12,attn:26-18,attn,0.6666666666666666,ceo_lastname
19,26,0.0013980281962717236,0.0006807189722453783,12,attn:26-19,attn,0.6666666666666666,ceo_lastname
2,26,-5.932686228120272e-05,-3.874888538991046e-05,12,attn:26-2,attn,0.25,ceo_lastname
20,26,2.8926237615464374e-05,0.0,12,attn:26-20,attn,0.4166666666666667,ceo_lastname
21,26,0.000386662788060503,9.680893094649449e-05,12,attn:26-21,attn,0.5833333333333334,ceo_lastname
22,26,-0.0005221627127711882,-0.0004984097751533696,12,attn:26-22,attn,0.25,ceo_lastname
23,26,0.0006179427156676636,0.0005562146009895083,12,attn:26-23,attn,0.6666666666666666,ceo_lastname
24,26,0.0004317337752014647,3.356713566817423e-05,12,attn:26-24,attn,0.5,ceo_lastname
25,26,-3.1846508510748815e-05,-4.85112624089241e-09,12,attn:26-25,attn,0.4166666666666667,ceo_lastname
26,26,-5.8945920763382266e-05,5.975402813838615e-10,12,attn:26-26,attn,0.5,ceo_lastname
27,26,0.0013728502160782437,0.0006269526849149623,12,attn:26-27,attn,0.6666666666666666,ceo_lastname
28,26,-0.00010683130194362311,-5.101849523675518e-07,12,attn:26-28,attn,0.16666666666666666,ceo_lastname
29,26,0.014688886719036945,0.0011578425846082586,12,attn:26-29,attn,0.6666666666666666,ceo_lastname
3,26,0.020985344466825175,0.01557379799165071,12,attn:26-3,attn,1.0,ceo_lastname
30,26,0.0014673267082509186,0.0008552279198814213,12,attn:26-30,attn,0.6666666666666666,ceo_lastname
31,26,0.0008251583336649344,0.0004193002040733102,12,attn:26-31,attn,0.5833333333333334,ceo_lastname
4,26,-9.723176913863729e-05,-0.00015278462057990901,12,attn:26-4,attn,0.25,ceo_lastname
5,26,0.00022941949082646573,1.3500736733528924e-08,12,attn:26-5,attn,0.5833333333333334,ceo_lastname
